Age,all:work,all:calls,all:social_relax_leisure,all:household_activities,all:volunteering,all:gov_services,all:consumer_purchases,all:religion,all:sports_exercise,all:care_non_household_members,all:pro_services,all:care_household_members,all:travel,all:personal_care,all:eat_drink,all:education,all:household_services,black:work,black:calls,black:social_relax_leisure,black:household_activities,black:volunteering,black:gov_services,black:consumer_purchases,black:religion,black:sports_exercise,black:care_non_household_members,black:pro_services,black:care_household_members,black:travel,black:personal_care,black:eat_drink,black:education,black:household_services,employed:work,employed:calls,employed:social_relax_leisure,employed:household_activities,employed:volunteering,employed:gov_services,employed:consumer_purchases,employed:religion,employed:sports_exercise,employed:care_non_household_members,employed:pro_services,employed:care_household_members,employed:travel,employed:personal_care,employed:eat_drink,employed:education,employed:household_services,age_15-24:work,age_15-24:calls,age_15-24:social_relax_leisure,age_15-24:household_activities,age_15-24:volunteering,age_15-24:gov_services,age_15-24:consumer_purchases,age_15-24:religion,age_15-24:sports_exercise,age_15-24:care_non_household_members,age_15-24:pro_services,age_15-24:care_household_members,age_15-24:travel,age_15-24:personal_care,age_15-24:eat_drink,age_15-24:education,age_15-24:household_services,hispanic:work,hispanic:calls,hispanic:social_relax_leisure,hispanic:household_activities,hispanic:volunteering,hispanic:gov_services,hispanic:consumer_purchases,hispanic:religion,hispanic:sports_exercise,hispanic:care_non_household_members,hispanic:pro_services,hispanic:care_household_members,hispanic:travel,hispanic:personal_care,hispanic:eat_drink,hispanic:education,hispanic:household_services,age_65-more:work,age_65-more:calls,age_65-more:social_relax_leisure,age_65-more:household_activities,age_65-more:volunteering,age_65-more:gov_services,age_65-more:consumer_purchases,age_65-more:religion,age_65-more:sports_exercise,age_65-more:care_non_household_members,age_65-more:pro_services,age_65-more:care_household_members,age_65-more:travel,age_65-more:personal_care,age_65-more:eat_drink,age_65-more:education,age_65-more:household_services,income_100-more:work,income_100-more:calls,income_100-more:social_relax_leisure,income_100-more:household_activities,income_100-more:volunteering,income_100-more:gov_services,income_100-more:consumer_purchases,income_100-more:religion,income_100-more:sports_exercise,income_100-more:care_non_household_members,income_100-more:pro_services,income_100-more:care_household_members,income_100-more:travel,income_100-more:personal_care,income_100-more:eat_drink,income_100-more:education,income_100-more:household_services,income_less-50:work,income_less-50:calls,income_less-50:social_relax_leisure,income_less-50:household_activities,income_less-50:volunteering,income_less-50:gov_services,income_less-50:consumer_purchases,income_less-50:religion,income_less-50:sports_exercise,income_less-50:care_non_household_members,income_less-50:pro_services,income_less-50:care_household_members,income_less-50:travel,income_less-50:personal_care,income_less-50:eat_drink,income_less-50:education,income_less-50:household_services,female:work,female:calls,female:social_relax_leisure,female:household_activities,female:volunteering,female:gov_services,female:consumer_purchases,female:religion,female:sports_exercise,female:care_non_household_members,female:pro_services,female:care_household_members,female:travel,female:personal_care,female:eat_drink,female:education,female:household_services,income_50-100:work,income_50-100:calls,income_50-100:social_relax_leisure,income_50-100:household_activities,income_50-100:volunteering,income_50-100:gov_services,income_50-100:consumer_purchases,income_50-100:religion,income_50-100:sports_exercise,income_50-100:care_non_household_members,income_50-100:pro_services,income_50-100:care_household_members,income_50-100:travel,income_50-100:personal_care,income_50-100:eat_drink,income_50-100:education,income_50-100:household_services,age_25-64:work,age_25-64:calls,age_25-64:social_relax_leisure,age_25-64:household_activities,age_25-64:volunteering,age_25-64:gov_services,age_25-64:consumer_purchases,age_25-64:religion,age_25-64:sports_exercise,age_25-64:care_non_household_members,age_25-64:pro_services,age_25-64:care_household_members,age_25-64:travel,age_25-64:personal_care,age_25-64:eat_drink,age_25-64:education,age_25-64:household_services,white:work,white:calls,white:social_relax_leisure,white:household_activities,white:volunteering,white:gov_services,white:consumer_purchases,white:religion,white:sports_exercise,white:care_non_household_members,white:pro_services,white:care_household_members,white:travel,white:personal_care,white:eat_drink,white:education,white:household_services,male:work,male:calls,male:social_relax_leisure,male:household_activities,male:volunteering,male:gov_services,male:consumer_purchases,male:religion,male:sports_exercise,male:care_non_household_members,male:pro_services,male:care_household_members,male:travel,male:personal_care,male:eat_drink,male:education,male:household_services,unemployed:work,unemployed:calls,unemployed:social_relax_leisure,unemployed:household_activities,unemployed:volunteering,unemployed:gov_services,unemployed:consumer_purchases,unemployed:religion,unemployed:sports_exercise,unemployed:care_non_household_members,unemployed:pro_services,unemployed:care_household_members,unemployed:travel,unemployed:personal_care,unemployed:eat_drink,unemployed:education,unemployed:household_services
15,0.00988,0.00946,0.16788,0.02094,0.00441,0.00001,0.01006,0.00448,0.03473,0.00334,0.00116,0.00387,0.04037,0.50794,0.03277,0.14866,0.00005,0.01474,0.01809,0.16686,0.01678,0.00291,0.00000,0.01268,0.00774,0.03872,0.00355,0.00319,0.00288,0.04410,0.51680,0.02302,0.12787,0.00008,0.05496,0.01074,0.15573,0.02711,0.00556,0.00006,0.01014,0.00512,0.03823,0.00338,0.00131,0.00489,0.04315,0.50213,0.03396,0.10349,0.00005,0.00988,0.00946,0.16788,0.02094,0.00441,0.00001,0.01006,0.00448,0.03473,0.00334,0.00116,0.00387,0.04037,0.50794,0.03277,0.14866,0.00005,0.00470,0.00948,0.15307,0.02154,0.00350,0.00000,0.01060,0.00287,0.03179,0.00271,0.00063,0.00580,0.03934,0.51701,0.03384,0.16311,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00746,0.00701,0.16563,0.01876,0.00684,0.00000,0.00997,0.00464,0.03403,0.00444,0.00094,0.00160,0.03749,0.50130,0.03701,0.16277,0.00010,0.00826,0.01046,0.16703,0.02209,0.00425,0.00001,0.01011,0.00493,0.03399,0.00393,0.00151,0.00476,0.04043,0.51750,0.03108,0.13960,0.00004,0.00969,0.01388,0.15537,0.02536,0.00463,0.00000,0.01403,0.00523,0.02284,0.00435,0.00151,0.00511,0.04294,0.50975,0.03234,0.15292,0.00005,0.01180,0.00835,0.16902,0.01965,0.00358,0.00003,0.00886,0.00407,0.03696,0.00233,0.00092,0.00404,0.04263,0.50086,0.03293,0.15396,0.00003,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00930,0.00796,0.16677,0.02153,0.00453,0.00002,0.00965,0.00387,0.03443,0.00327,0.00088,0.00379,0.04030,0.50616,0.03405,0.15346,0.00004,0.01006,0.00527,0.17972,0.01675,0.00421,0.00003,0.00630,0.00377,0.04598,0.00238,0.00083,0.00270,0.03794,0.50622,0.03317,0.14464,0.00004,0.00252,0.01548,0.18111,0.02490,0.00377,0.00000,0.01238,0.00442,0.02799,0.00382,0.00116,0.00377,0.03921,0.50359,0.02871,0.14702,0.00015
16,0.02174,0.00841,0.16642,0.02274,0.00634,0.00053,0.00909,0.00469,0.03290,0.00376,0.00123,0.00341,0.04212,0.50767,0.03341,0.13540,0.00013,0.01585,0.01587,0.18155,0.01730,0.00550,0.00000,0.00740,0.00576,0.03062,0.00361,0.00194,0.00431,0.03806,0.52578,0.02435,0.12211,0.00000,0.07304,0.00670,0.14664,0.02265,0.00814,0.00015,0.00956,0.00575,0.03470,0.00436,0.00156,0.00274,0.04564,0.49073,0.03335,0.11419,0.00010,0.02174,0.00841,0.16642,0.02274,0.00634,0.00053,0.00909,0.00469,0.03290,0.00376,0.00123,0.00341,0.04212,0.50767,0.03341,0.13540,0.00013,0.01848,0.00686,0.15929,0.02414,0.00541,0.00035,0.01045,0.00391,0.03034,0.00354,0.00093,0.00387,0.04183,0.51613,0.03360,0.14087,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.02003,0.00625,0.15480,0.02048,0.00550,0.00109,0.00906,0.00332,0.03339,0.00237,0.00125,0.00227,0.04526,0.49780,0.03945,0.15758,0.00011,0.01887,0.00859,0.17483,0.02381,0.00499,0.00076,0.00769,0.00490,0.02904,0.00507,0.00131,0.00383,0.04087,0.51931,0.02902,0.12689,0.00022,0.02185,0.00993,0.15673,0.02741,0.00646,0.00097,0.01117,0.00551,0.02040,0.00501,0.00165,0.00403,0.04266,0.51687,0.03338,0.13572,0.00024,0.02513,0.00865,0.16607,0.02335,0.00740,0.00003,0.01121,0.00527,0.03305,0.00355,0.00106,0.00406,0.04175,0.50015,0.03471,0.13450,0.00006,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.02419,0.00703,0.16400,0.02423,0.00580,0.00069,0.00959,0.00431,0.03373,0.00394,0.00108,0.00312,0.04311,0.50495,0.03471,0.13536,0.00017,0.02165,0.00700,0.17540,0.01842,0.00623,0.00013,0.00717,0.00392,0.04447,0.00261,0.00084,0.00283,0.04162,0.49915,0.03343,0.13510,0.00003,0.00626,0.01134,0.18566,0.02772,0.00708,0.00022,0.00993,0.00306,0.03308,0.00407,0.00131,0.00338,0.04005,0.51755,0.03128,0.11787,0.00011
17,0.03628,0.00810,0.16474,0.02315,0.00619,0.00048,0.00980,0.00485,0.02571,0.00438,0.00197,0.00303,0.04516,0.50960,0.03256,0.12394,0.00005,0.03971,0.01774,0.18394,0.01837,0.00344,0.00010,0.00717,0.00764,0.02178,0.00348,0.00228,0.00343,0.04119,0.53505,0.02465,0.09001,0.00001,0.08785,0.00722,0.14134,0.02222,0.00661,0.00090,0.01084,0.00435,0.02353,0.00558,0.00269,0.00256,0.05157,0.49582,0.03225,0.10458,0.00010,0.03628,0.00810,0.16474,0.02315,0.00619,0.00048,0.00980,0.00485,0.02571,0.00438,0.00197,0.00303,0.04516,0.50960,0.03256,0.12394,0.00005,0.01721,0.00768,0.16806,0.02507,0.00421,0.00082,0.01006,0.00443,0.02162,0.00515,0.00190,0.00410,0.04189,0.52421,0.03236,0.13123,0.00001,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.03129,0.00548,0.15073,0.02097,0.00826,0.00006,0.01132,0.00433,0.03142,0.00575,0.00211,0.00171,0.04644,0.50346,0.03771,0.13891,0.00005,0.03057,0.01036,0.17284,0.02493,0.00401,0.00008,0.00858,0.00542,0.02206,0.00449,0.00152,0.00457,0.04257,0.52090,0.02984,0.11725,0.00001,0.03689,0.00955,0.15088,0.02682,0.00610,0.00077,0.01292,0.00468,0.01844,0.00492,0.00318,0.00458,0.04742,0.51047,0.03253,0.12980,0.00004,0.04455,0.00613,0.16138,0.02299,0.00766,0.00096,0.01021,0.00466,0.02605,0.00333,0.00260,0.00230,0.04705,0.50354,0.03314,0.12337,0.00008,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.03754,0.00629,0.16150,0.02450,0.00688,0.00061,0.01036,0.00437,0.02755,0.00491,0.00187,0.00290,0.04650,0.50456,0.03349,0.12610,0.00007,0.03571,0.00675,0.17767,0.01973,0.00628,0.00021,0.00689,0.00501,0.03249,0.00387,0.00084,0.00159,0.04304,0.50878,0.03259,0.11847,0.00007,0.00587,0.00955,0.19122,0.02451,0.00444,0.00048,0.00938,0.00436,0.02284,0.00426,0.00122,0.00369,0.04252,0.52904,0.02929,0.11730,0.00001
18,0.05938,0.00724,0.16987,0.03025,0.00512,0.00005,0.01239,0.00413,0.02187,0.00413,0.00244,0.00624,0.04661,0.52323,0.03141,0.07538,0.00027,0.04064,0.02007,0.19186,0.01809,0.00526,0.00007,0.01243,0.00663,0.01440,0.00506,0.00224,0.00379,0.04744,0.54433,0.02405,0.06359,0.00004,0.11714,0.00577,0.14203,0.02771,0.00621,0.00008,0.01228,0.00351,0.01822,0.00359,0.00316,0.00323,0.05069,0.51027,0.03071,0.06498,0.00045,0.05938,0.00724,0.16987,0.03025,0.00512,0.00005,0.01239,0.00413,0.02187,0.00413,0.00244,0.00624,0.04661,0.52323,0.03141,0.07538,0.00027,0.04426,0.00791,0.17954,0.03413,0.00232,0.00002,0.01504,0.00439,0.01953,0.00286,0.00183,0.00937,0.04828,0.53081,0.03380,0.06533,0.00058,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.05231,0.00471,0.16225,0.02613,0.00479,0.00000,0.01403,0.00158,0.02635,0.00381,0.00159,0.00376,0.04785,0.51914,0.03569,0.09585,0.00016,0.05524,0.00876,0.17756,0.03367,0.00384,0.00003,0.01202,0.00507,0.01866,0.00523,0.00371,0.00915,0.04460,0.53221,0.02933,0.06049,0.00043,0.06078,0.00893,0.15984,0.03350,0.00522,0.00004,0.01532,0.00397,0.01059,0.00504,0.00367,0.00786,0.04694,0.53001,0.03214,0.07593,0.00024,0.06597,0.00642,0.17207,0.02503,0.00699,0.00005,0.01283,0.00460,0.02371,0.00340,0.00173,0.00516,0.04858,0.51671,0.03193,0.07463,0.00020,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.06393,0.00512,0.16545,0.03229,0.00470,0.00005,0.01268,0.00340,0.02286,0.00416,0.00255,0.00688,0.04725,0.51941,0.03250,0.07644,0.00033,0.05782,0.00536,0.18102,0.02663,0.00501,0.00007,0.00914,0.00431,0.03440,0.00311,0.00108,0.00444,0.04624,0.51571,0.03059,0.07477,0.00030,0.00677,0.01249,0.20700,0.03719,0.00566,0.00000,0.01213,0.00274,0.02256,0.00641,0.00129,0.00990,0.04076,0.54450,0.02858,0.06186,0.00015
19,0.09229,0.00637,0.17814,0.03320,0.00269,0.00013,0.01403,0.00298,0.01622,0.00614,0.00187,0.00577,0.04542,0.51861,0.03311,0.04294,0.00010,0.07436,0.01459,0.18532,0.01600,0.00245,0.00027,0.01037,0.00243,0.01849,0.01057,0.00220,0.00876,0.04414,0.54428,0.02045,0.04533,0.00000,0.15303,0.00542,0.15440,0.02942,0.00147,0.00017,0.01435,0.00262,0.01479,0.00472,0.00166,0.00387,0.04932,0.50009,0.03298,0.03155,0.00013,0.09229,0.00637,0.17814,0.03320,0.00269,0.00013,0.01403,0.00298,0.01622,0.00614,0.00187,0.00577,0.04542,0.51861,0.03311,0.04294,0.00010,0.08159,0.00763,0.17762,0.03652,0.00145,0.00000,0.01602,0.00455,0.01498,0.00513,0.00245,0.00777,0.04505,0.52454,0.03406,0.04037,0.00025,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.07464,0.00521,0.17920,0.03621,0.00200,0.00034,0.01543,0.00128,0.01617,0.00234,0.00376,0.00202,0.05142,0.51523,0.04172,0.05295,0.00008,0.09006,0.00695,0.18434,0.03277,0.00237,0.00007,0.01215,0.00378,0.01380,0.00735,0.00126,0.00879,0.04208,0.52552,0.02891,0.03966,0.00013,0.08589,0.00731,0.15877,0.03731,0.00259,0.00012,0.01828,0.00337,0.01038,0.00639,0.00236,0.00781,0.04786,0.52846,0.03487,0.04818,0.00005,0.09822,0.00610,0.17219,0.03184,0.00304,0.00005,0.01570,0.00294,0.01949,0.00736,0.00137,0.00333,0.04678,0.51581,0.03418,0.04149,0.00011,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.09854,0.00511,0.17792,0.03405,0.00252,0.00011,0.01456,0.00300,0.01661,0.00522,0.00189,0.00549,0.04588,0.51419,0.03461,0.04020,0.00013,0.09830,0.00548,0.19632,0.02935,0.00279,0.00013,0.01003,0.00261,0.02171,0.00591,0.00140,0.00385,0.04312,0.50936,0.03146,0.03803,0.00015,0.00709,0.00854,0.22829,0.03420,0.00594,0.00009,0.01342,0.00328,0.02023,0.00975,0.00153,0.00974,0.03657,0.54466,0.02931,0.04721,0.00016
20,0.10460,0.00555,0.17650,0.03339,0.00276,0.00032,0.01267,0.00422,0.01580,0.00588,0.00154,0.00940,0.04924,0.50258,0.03234,0.04301,0.00019,0.08403,0.00810,0.18647,0.02958,0.00099,0.00000,0.01026,0.00763,0.01238,0.00554,0.00139,0.01304,0.05050,0.51434,0.02330,0.05242,0.00003,0.15976,0.00538,0.15351,0.02768,0.00204,0.00020,0.01146,0.00304,0.01494,0.00597,0.00171,0.00588,0.05118,0.48830,0.03226,0.03647,0.00022,0.10460,0.00555,0.17650,0.03339,0.00276,0.00032,0.01267,0.00422,0.01580,0.00588,0.00154,0.00940,0.04924,0.50258,0.03234,0.04301,0.00019,0.11044,0.00614,0.17700,0.03413,0.00276,0.00106,0.01535,0.00454,0.01520,0.00600,0.00129,0.01238,0.04731,0.50738,0.03076,0.02805,0.00022,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.10601,0.00338,0.17636,0.03098,0.00585,0.00062,0.01351,0.00225,0.01836,0.00377,0.00123,0.00496,0.05875,0.47749,0.04111,0.05531,0.00005,0.10465,0.00553,0.18077,0.03421,0.00163,0.00041,0.01192,0.00382,0.01626,0.00766,0.00099,0.01173,0.04515,0.51749,0.02820,0.02931,0.00027,0.08978,0.00584,0.15757,0.04286,0.00328,0.00006,0.01775,0.00409,0.00981,0.00622,0.00178,0.01783,0.04870,0.50970,0.03365,0.05081,0.00029,0.10998,0.00669,0.17539,0.03170,0.00269,0.00006,0.01362,0.00540,0.01377,0.00408,0.00281,0.00400,0.04803,0.49676,0.03305,0.05180,0.00018,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.10602,0.00501,0.17378,0.03499,0.00305,0.00040,0.01341,0.00361,0.01638,0.00614,0.00168,0.00913,0.04989,0.50031,0.03384,0.04211,0.00024,0.11822,0.00529,0.19391,0.02469,0.00229,0.00055,0.00800,0.00434,0.02130,0.00557,0.00132,0.00166,0.04973,0.49604,0.03115,0.03583,0.00010,0.00926,0.00769,0.23247,0.04435,0.00076,0.00000,0.01222,0.00426,0.01707,0.00637,0.00047,0.01210,0.04419,0.53179,0.03037,0.04659,0.00006
21,0.11480,0.00355,0.16452,0.03971,0.00228,0.00053,0.01273,0.00333,0.01529,0.00425,0.00300,0.01373,0.04825,0.49144,0.03503,0.04717,0.00041,0.09147,0.00957,0.17931,0.03191,0.00121,0.00013,0.00951,0.00583,0.01464,0.00659,0.00518,0.01235,0.04339,0.53418,0.02326,0.03077,0.00069,0.16493,0.00307,0.14934,0.02986,0.00174,0.00024,0.01136,0.00370,0.01552,0.00393,0.00321,0.00851,0.05345,0.47985,0.03527,0.03552,0.00051,0.11480,0.00355,0.16452,0.03971,0.00228,0.00053,0.01273,0.00333,0.01529,0.00425,0.00300,0.01373,0.04825,0.49144,0.03503,0.04717,0.00041,0.13555,0.00197,0.16618,0.03647,0.00155,0.00109,0.01248,0.00374,0.01639,0.00285,0.00092,0.01629,0.04738,0.48319,0.03491,0.03769,0.00135,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.09819,0.00172,0.18524,0.02955,0.00157,0.00000,0.01303,0.00193,0.02254,0.00454,0.00266,0.00145,0.05695,0.48045,0.04313,0.05700,0.00006,0.11345,0.00358,0.15935,0.04280,0.00229,0.00039,0.01257,0.00322,0.01201,0.00450,0.00256,0.02057,0.04487,0.49856,0.03292,0.04571,0.00064,0.10164,0.00494,0.14972,0.04717,0.00247,0.00029,0.01558,0.00334,0.00972,0.00353,0.00311,0.02399,0.04525,0.50119,0.03611,0.05178,0.00018,0.13126,0.00535,0.16227,0.04255,0.00334,0.00134,0.01398,0.00393,0.01581,0.00350,0.00503,0.00610,0.05091,0.48209,0.03654,0.03574,0.00026,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.12350,0.00280,0.16274,0.03940,0.00247,0.00064,0.01286,0.00271,0.01527,0.00409,0.00265,0.01305,0.04895,0.48270,0.03660,0.04917,0.00041,0.12787,0.00217,0.17922,0.03229,0.00208,0.00076,0.00990,0.00331,0.02082,0.00497,0.00289,0.00353,0.05124,0.48175,0.03396,0.04258,0.00065,0.01408,0.00759,0.21349,0.06701,0.00450,0.00245,0.01871,0.00212,0.00708,0.00714,0.00226,0.02511,0.03216,0.53007,0.03042,0.03539,0.00041
22,0.12947,0.00328,0.16336,0.03737,0.00322,0.00020,0.01312,0.00280,0.01410,0.00440,0.00200,0.01423,0.04702,0.49441,0.03666,0.03410,0.00027,0.10068,0.00384,0.20036,0.03378,0.00551,0.00001,0.01248,0.00598,0.00942,0.00382,0.00239,0.02148,0.03656,0.52549,0.02235,0.01517,0.00067,0.17903,0.00317,0.14502,0.02884,0.00136,0.00023,0.01250,0.00259,0.01431,0.00441,0.00151,0.00827,0.04886,0.48291,0.03830,0.02837,0.00030,0.12947,0.00328,0.16336,0.03737,0.00322,0.00020,0.01312,0.00280,0.01410,0.00440,0.00200,0.01423,0.04702,0.49441,0.03666,0.03410,0.00027,0.13401,0.00337,0.14422,0.04531,0.00202,0.00081,0.01470,0.00276,0.01281,0.00395,0.00166,0.02610,0.05033,0.49225,0.03782,0.02748,0.00038,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.12696,0.00304,0.16474,0.02917,0.00211,0.00000,0.01165,0.00138,0.01508,0.00386,0.00204,0.00596,0.05127,0.48647,0.03895,0.05725,0.00005,0.12934,0.00296,0.15968,0.03931,0.00219,0.00035,0.01350,0.00250,0.01144,0.00469,0.00163,0.02025,0.04514,0.50170,0.03372,0.03124,0.00036,0.11880,0.00387,0.14777,0.04832,0.00240,0.00007,0.01786,0.00255,0.00833,0.00381,0.00251,0.02649,0.04396,0.50686,0.03489,0.03126,0.00022,0.12854,0.00347,0.17121,0.03472,0.00705,0.00002,0.01232,0.00339,0.01947,0.00432,0.00314,0.00504,0.04896,0.48730,0.04279,0.02809,0.00016,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.13774,0.00331,0.15496,0.03855,0.00262,0.00025,0.01324,0.00229,0.01526,0.00449,0.00197,0.01351,0.04777,0.48928,0.03835,0.03624,0.00018,0.13923,0.00274,0.17762,0.02734,0.00397,0.00031,0.00878,0.00304,0.01937,0.00493,0.00154,0.00302,0.04982,0.48302,0.03827,0.03669,0.00032,0.01417,0.00425,0.22193,0.05510,0.00892,0.00000,0.02141,0.00494,0.01586,0.00572,0.00343,0.02400,0.04265,0.51624,0.02925,0.03190,0.00023
23,0.14995,0.00393,0.14919,0.04002,0.00343,0.00061,0.01233,0.00343,0.01605,0.00419,0.00218,0.01851,0.04828,0.48382,0.03761,0.02578,0.00068,0.11802,0.00869,0.16183,0.03236,0.00195,0.00003,0.01054,0.00963,0.01170,0.00706,0.00300,0.01917,0.05133,0.51211,0.02733,0.02381,0.00143,0.19697,0.00363,0.13819,0.03128,0.00316,0.00024,0.01258,0.00273,0.01503,0.00391,0.00186,0.01227,0.05210,0.47090,0.03772,0.01667,0.00078,0.14995,0.00393,0.14919,0.04002,0.00343,0.00061,0.01233,0.00343,0.01605,0.00419,0.00218,0.01851,0.04828,0.48382,0.03761,0.02578,0.00068,0.14060,0.00224,0.14474,0.04385,0.00257,0.00058,0.01531,0.00246,0.01447,0.00306,0.00136,0.02618,0.04771,0.49576,0.03753,0.02129,0.00028,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.17088,0.00614,0.15257,0.03017,0.00357,0.00283,0.01316,0.00120,0.02207,0.00153,0.00194,0.00306,0.04836,0.46074,0.04780,0.03363,0.00035,0.14607,0.00361,0.14796,0.04268,0.00281,0.00038,0.01281,0.00269,0.01483,0.00445,0.00178,0.02310,0.04554,0.48982,0.03494,0.02608,0.00045,0.14093,0.00438,0.13543,0.04864,0.00356,0.00031,0.01469,0.00322,0.01105,0.00379,0.00274,0.03050,0.05009,0.48652,0.03720,0.02600,0.00097,0.15104,0.00323,0.14550,0.03993,0.00537,0.00013,0.01064,0.00445,0.01455,0.00569,0.00316,0.01809,0.05217,0.48459,0.03890,0.02123,0.00137,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.15578,0.00319,0.14917,0.04205,0.00354,0.00076,0.01219,0.00255,0.01673,0.00335,0.00195,0.01888,0.04774,0.47763,0.03886,0.02501,0.00061,0.15974,0.00343,0.16413,0.03068,0.00329,0.00094,0.00978,0.00365,0.02148,0.00463,0.00157,0.00551,0.04631,0.48090,0.03806,0.02554,0.00036,0.01996,0.00800,0.19056,0.06229,0.00403,0.00371,0.01126,0.00704,0.02157,0.01051,0.00167,0.02610,0.03309,0.53932,0.03232,0.02856,0.00001
