Minute,religion,pro_services,care_household_members,social_relax_leisure,travel,household_services,gov_services,eat_drink,volunteering,household_activities,care_non_household_members,sports_exercise,calls,personal_care,consumer_purchases,work,education
711,0.00345,0.0074,0.03101,0.27377,0.08341,0.00137,0.00051,0.03011,0.00874,0.12508,0.01389,0.02449,0.00617,0.06599,0.03575,0.26813,0.02073
712,0.00345,0.00737,0.03106,0.27429,0.08318,0.0014,0.00051,0.03019,0.00876,0.12502,0.01374,0.02452,0.00606,0.06599,0.03555,0.26822,0.0207
713,0.00344,0.00738,0.03103,0.27447,0.08271,0.0014,0.00051,0.03017,0.00877,0.12519,0.01371,0.02453,0.00604,0.06591,0.0357,0.26829,0.02074
714,0.00344,0.00738,0.0311,0.27433,0.08235,0.0014,0.0005,0.03027,0.00876,0.12531,0.01373,0.02455,0.00605,0.06594,0.03574,0.26838,0.02076
715,0.00354,0.00728,0.03144,0.27648,0.07923,0.00138,0.00053,0.03014,0.00876,0.12546,0.01384,0.02452,0.00604,0.06594,0.03539,0.26918,0.02083
716,0.00355,0.00728,0.03142,0.27663,0.07911,0.00137,0.00052,0.03013,0.0088,0.12563,0.01378,0.02456,0.00607,0.0659,0.03521,0.26923,0.02079
717,0.00357,0.00727,0.03138,0.27709,0.07891,0.00134,0.00055,0.03002,0.00879,0.12574,0.01376,0.02448,0.00606,0.06579,0.03511,0.26933,0.02081
718,0.00359,0.00725,0.03133,0.2774,0.07846,0.00135,0.00055,0.03002,0.00882,0.12585,0.01375,0.02451,0.00608,0.06571,0.03506,0.26946,0.02082
719,0.0036,0.00727,0.03129,0.27742,0.07824,0.00134,0.00055,0.02998,0.00881,0.12592,0.01373,0.02452,0.00608,0.06586,0.03504,0.26954,0.02081
720,0.00334,0.00667,0.03106,0.26158,0.12416,0.0011,0.00047,0.03843,0.00833,0.13119,0.01296,0.02417,0.00704,0.06244,0.03296,0.23565,0.01846
721,0.00335,0.00668,0.03114,0.26194,0.12333,0.00112,0.00046,0.03856,0.00832,0.13142,0.0129,0.02419,0.0069,0.06249,0.03295,0.23577,0.0185
722,0.00338,0.00677,0.03122,0.26263,0.12182,0.00111,0.00046,0.03874,0.00832,0.13171,0.01287,0.02426,0.00671,0.06261,0.03305,0.23591,0.01844
723,0.00339,0.00677,0.03128,0.26313,0.12083,0.00114,0.00048,0.03891,0.00833,0.13178,0.01287,0.02427,0.00668,0.06263,0.03308,0.23599,0.01844
724,0.00339,0.00675,0.03131,0.26343,0.12029,0.00114,0.00048,0.03893,0.00837,0.1318,0.01289,0.02426,0.00666,0.06267,0.03311,0.23604,0.01847
725,0.00355,0.0069,0.03165,0.26673,0.11213,0.0012,0.00051,0.03945,0.00844,0.13249,0.01305,0.02469,0.00662,0.06317,0.03413,0.23674,0.01856
726,0.00356,0.00687,0.03143,0.2672,0.11176,0.00122,0.00049,0.03956,0.00843,0.13252,0.01295,0.02471,0.00659,0.06322,0.03421,0.23674,0.01853
727,0.00357,0.00684,0.03143,0.2677,0.11074,0.00126,0.00049,0.03971,0.00843,0.13265,0.01287,0.02478,0.00661,0.06329,0.03423,0.23684,0.01855
728,0.00357,0.00684,0.03145,0.26805,0.11003,0.00126,0.00049,0.03979,0.00846,0.13274,0.01293,0.02483,0.00663,0.06325,0.03427,0.23687,0.01854
729,0.00357,0.00684,0.03132,0.2683,0.11001,0.00127,0.00049,0.03988,0.00844,0.13261,0.01287,0.02486,0.00659,0.06323,0.0343,0.23691,0.01852
730,0.00366,0.00675,0.03166,0.27198,0.10146,0.00127,0.00048,0.0405,0.00839,0.13404,0.0133,0.02496,0.00641,0.06395,0.0348,0.23766,0.01873
731,0.00367,0.00677,0.03163,0.27242,0.10113,0.00127,0.00046,0.04054,0.0084,0.13389,0.01316,0.02499,0.00639,0.06394,0.03493,0.2377,0.01873
732,0.00367,0.00676,0.03153,0.27283,0.10075,0.00122,0.00045,0.04061,0.00838,0.13409,0.01309,0.02506,0.00635,0.06383,0.0349,0.23779,0.01867
733,0.00368,0.00671,0.03147,0.2731,0.10079,0.00122,0.00046,0.04061,0.00837,0.13418,0.01306,0.02507,0.00637,0.06379,0.03471,0.23772,0.01869
734,0.00368,0.0067,0.0315,0.27339,0.1005,0.00123,0.00048,0.0407,0.00841,0.1342,0.01309,0.02505,0.0064,0.06368,0.03466,0.23767,0.01866
735,0.00364,0.00655,0.03215,0.27615,0.09785,0.00118,0.00043,0.0402,0.00834,0.1349,0.01336,0.02519,0.00655,0.06377,0.03468,0.23666,0.01842
736,0.00364,0.00655,0.0319,0.27663,0.09779,0.00118,0.00044,0.04024,0.00831,0.13495,0.01315,0.02519,0.00656,0.06376,0.03462,0.2367,0.01838
737,0.00365,0.00651,0.03173,0.27696,0.09753,0.00116,0.00043,0.04028,0.00831,0.1351,0.01312,0.02523,0.00655,0.06372,0.03464,0.23674,0.01834
738,0.00366,0.00649,0.03168,0.27721,0.09727,0.00119,0.00042,0.04023,0.00832,0.13515,0.01303,0.0253,0.00656,0.06371,0.03465,0.23679,0.01835
739,0.00368,0.00649,0.03166,0.27751,0.097,0.00118,0.00042,0.04031,0.00831,0.13507,0.01305,0.02531,0.0065,0.06374,0.03463,0.23683,0.01833
740,0.00375,0.00656,0.03235,0.28118,0.09008,0.00122,0.0004,0.04097,0.00839,0.13603,0.01313,0.02547,0.00648,0.06369,0.03488,0.23688,0.01856
741,0.00375,0.00652,0.03223,0.28153,0.08977,0.00122,0.0004,0.04105,0.0084,0.13606,0.0131,0.02552,0.00649,0.06369,0.0348,0.23694,0.01855
742,0.00378,0.0065,0.03218,0.28186,0.08937,0.00124,0.0004,0.04113,0.00843,0.13601,0.01309,0.0256,0.00651,0.06375,0.03458,0.237,0.01858
743,0.00377,0.0065,0.03216,0.28221,0.08921,0.00122,0.00041,0.04117,0.00844,0.13616,0.01305,0.02561,0.00645,0.0637,0.0344,0.23699,0.01856
744,0.00379,0.00649,0.03209,0.28239,0.08902,0.00119,0.0004,0.04125,0.00843,0.1361,0.01305,0.02562,0.00645,0.06372,0.03446,0.23698,0.01859
745,0.00387,0.00644,0.03204,0.28489,0.08588,0.00118,0.00039,0.04143,0.0084,0.13664,0.01307,0.02581,0.00636,0.06353,0.03409,0.23714,0.01882
746,0.00387,0.0064,0.03193,0.28508,0.08543,0.00118,0.00039,0.04147,0.00839,0.13692,0.0131,0.02589,0.00637,0.06356,0.03407,0.23714,0.01881
747,0.00387,0.00642,0.0319,0.28533,0.08497,0.00118,0.00039,0.04153,0.00839,0.13687,0.01314,0.02591,0.00634,0.06345,0.03423,0.23721,0.01886
748,0.00389,0.00641,0.03196,0.28558,0.08473,0.00115,0.00039,0.04155,0.00835,0.1368,0.01321,0.0259,0.00637,0.06351,0.03416,0.23722,0.01883
749,0.00389,0.00643,0.03192,0.28562,0.08477,0.00113,0.00039,0.04158,0.00835,0.13692,0.01307,0.02591,0.00636,0.06346,0.03413,0.23723,0.01882
750,0.00379,0.0059,0.03173,0.28097,0.11783,0.00109,0.00038,0.0468,0.0079,0.14099,0.01282,0.02474,0.00707,0.06091,0.03329,0.20633,0.01747
751,0.0038,0.0059,0.03157,0.28141,0.11745,0.00111,0.00039,0.04692,0.00792,0.14115,0.01273,0.02479,0.00694,0.06092,0.03322,0.20632,0.01746
752,0.00382,0.00589,0.03144,0.28198,0.11644,0.00112,0.00041,0.04698,0.0079,0.14133,0.01262,0.02502,0.00698,0.06086,0.03333,0.2064,0.01749
753,0.00386,0.0059,0.0315,0.28228,0.11578,0.00113,0.00041,0.04706,0.00786,0.14154,0.01259,0.02502,0.00697,0.06083,0.03337,0.20642,0.01747
754,0.00386,0.00588,0.03156,0.28265,0.11516,0.00113,0.00041,0.0472,0.00786,0.14162,0.01258,0.02505,0.00698,0.0609,0.03323,0.20648,0.01747
755,0.00396,0.00585,0.03188,0.28558,0.11053,0.00105,0.00041,0.04772,0.00796,0.14199,0.0128,0.0253,0.00674,0.06102,0.03312,0.20644,0.01766
756,0.00397,0.00581,0.03181,0.28592,0.11033,0.00104,0.00041,0.04789,0.00798,0.14198,0.01266,0.02535,0.00669,0.06096,0.03306,0.20646,0.01768
757,0.00397,0.00583,0.03198,0.28641,0.10983,0.00104,0.00041,0.04813,0.00798,0.1417,0.01255,0.02539,0.00671,0.06098,0.03292,0.20644,0.01773
758,0.00397,0.00581,0.03188,0.28675,0.10955,0.00101,0.00041,0.04836,0.00797,0.14167,0.01252,0.0254,0.00662,0.06095,0.03296,0.20643,0.01774
759,0.00396,0.00582,0.03187,0.28694,0.10925,0.00101,0.00041,0.04835,0.00797,0.14177,0.01248,0.02538,0.00659,0.06096,0.03307,0.20641,0.01775
760,0.00413,0.00578,0.03242,0.29112,0.10237,0.00103,0.00038,0.04825,0.0081,0.14323,0.01271,0.02543,0.00651,0.06111,0.03307,0.20652,0.01786
761,0.00413,0.0058,0.03237,0.29137,0.10212,0.00103,0.00038,0.04842,0.00815,0.14308,0.01258,0.02542,0.00651,0.06113,0.03312,0.20649,0.01787
762,0.00414,0.00582,0.03243,0.29156,0.10181,0.00099,0.00039,0.04845,0.00817,0.14318,0.01258,0.02546,0.00661,0.06106,0.03293,0.20658,0.01782
763,0.00413,0.00581,0.03237,0.2918,0.10137,0.00098,0.00039,0.04863,0.00817,0.14317,0.01272,0.02545,0.00663,0.06105,0.03285,0.2066,0.01789
764,0.00415,0.00577,0.03236,0.29199,0.1012,0.00097,0.00039,0.04863,0.00817,0.14313,0.01265,0.02547,0.00664,0.0611,0.03279,0.20664,0.01795
765,0.00428,0.00566,0.03275,0.29381,0.10069,0.00094,0.00036,0.05007,0.00815,0.1436,0.01268,0.02527,0.00671,0.06098,0.03269,0.20356,0.0178
766,0.00429,0.00562,0.0327,0.29401,0.10031,0.00094,0.00035,0.05017,0.00816,0.1437,0.01254,0.02528,0.00671,0.06107,0.0327,0.2036,0.01785
767,0.00435,0.00558,0.03256,0.29452,0.10022,0.00092,0.00036,0.05035,0.00815,0.14376,0.01242,0.02525,0.00668,0.06086,0.03251,0.20363,0.01787
768,0.00436,0.00558,0.03246,0.29479,0.09998,0.00091,0.00036,0.05055,0.00814,0.14367,0.01245,0.02526,0.00667,0.06075,0.03253,0.20367,0.01786
769,0.00435,0.00558,0.03241,0.29505,0.09982,0.00091,0.00036,0.05056,0.00813,0.14364,0.01248,0.02525,0.00669,0.06072,0.03248,0.20367,0.01789
770,0.00453,0.00542,0.03266,0.29901,0.09454,0.00091,0.00035,0.05114,0.00813,0.14339,0.01258,0.02551,0.00678,0.06126,0.03195,0.20373,0.01809
771,0.00453,0.00546,0.03258,0.29931,0.09433,0.00091,0.00034,0.05112,0.00816,0.14347,0.01251,0.02558,0.00674,0.06119,0.03195,0.20375,0.01808
772,0.00457,0.00544,0.03236,0.29977,0.0935,0.00091,0.00032,0.05147,0.00817,0.14367,0.01245,0.02561,0.00664,0.06126,0.03207,0.20374,0.01806
773,0.00462,0.00542,0.03238,0.2999,0.09306,0.00091,0.00033,0.05162,0.0082,0.1437,0.01244,0.02565,0.00658,0.06136,0.03198,0.2038,0.01806
774,0.00462,0.0054,0.03234,0.30009,0.093,0.00091,0.00033,0.05171,0.0082,0.1437,0.01239,0.02566,0.00651,0.06133,0.03191,0.20383,0.01806
775,0.00477,0.00532,0.03262,0.30208,0.08995,0.0009,0.00034,0.05252,0.0083,0.14325,0.01246,0.02588,0.00652,0.06118,0.03155,0.20431,0.01804
776,0.00481,0.00533,0.0325,0.30217,0.08985,0.00088,0.00034,0.05259,0.0083,0.14326,0.01242,0.02591,0.00645,0.06126,0.03154,0.20432,0.01806
777,0.00481,0.00533,0.03249,0.3022,0.08957,0.00088,0.00034,0.05277,0.00829,0.14329,0.01235,0.02601,0.00644,0.06132,0.03151,0.20429,0.01812
778,0.00482,0.00528,0.03253,0.30218,0.08933,0.00087,0.00034,0.05307,0.00833,0.14324,0.01231,0.02603,0.00644,0.06137,0.03139,0.20438,0.0181
779,0.00482,0.00526,0.03255,0.30221,0.08915,0.00088,0.00034,0.05315,0.00834,0.14322,0.01229,0.02607,0.00641,0.0614,0.03146,0.20438,0.0181
780,0.00479,0.00456,0.03073,0.27441,0.14809,0.00074,0.00028,0.07862,0.00756,0.14846,0.01109,0.02449,0.00727,0.05938,0.02968,0.15364,0.01619
781,0.00481,0.00453,0.03072,0.27514,0.14762,0.00074,0.00028,0.07897,0.00757,0.14838,0.01097,0.0245,0.00713,0.05936,0.02946,0.15363,0.01618
782,0.00481,0.0045,0.03061,0.2759,0.14587,0.00076,0.00027,0.0797,0.00757,0.14854,0.01094,0.02448,0.00708,0.0595,0.02964,0.15365,0.01617
783,0.00482,0.0045,0.03067,0.27657,0.14425,0.00078,0.00028,0.08,0.00758,0.1488,0.01094,0.02455,0.00707,0.05949,0.02985,0.15365,0.01618
784,0.00483,0.0045,0.0307,0.27674,0.14384,0.00078,0.0003,0.08012,0.00754,0.1489,0.01093,0.02455,0.007,0.05961,0.02982,0.15368,0.01616
785,0.00496,0.00456,0.03121,0.2811,0.13431,0.00086,0.00029,0.08275,0.00761,0.14957,0.01122,0.02477,0.00672,0.05914,0.03075,0.15395,0.01625
786,0.00494,0.0045,0.03096,0.28144,0.13418,0.00088,0.00027,0.08304,0.00759,0.14959,0.01108,0.02481,0.0067,0.05914,0.03061,0.15397,0.0163
787,0.00494,0.00445,0.03097,0.28199,0.13316,0.00088,0.00028,0.08345,0.00763,0.14936,0.0111,0.02495,0.00666,0.05927,0.03058,0.154,0.01634
788,0.00497,0.00442,0.03086,0.28227,0.13281,0.00084,0.00028,0.08347,0.00762,0.14931,0.01113,0.02495,0.00666,0.05936,0.03062,0.15405,0.01637
789,0.00497,0.00444,0.0308,0.28251,0.13251,0.00083,0.00028,0.08347,0.00762,0.14945,0.01105,0.02496,0.00665,0.05937,0.03059,0.15407,0.01643
790,0.00516,0.00448,0.03157,0.28811,0.12101,0.00086,0.0003,0.08613,0.00781,0.14967,0.01122,0.0256,0.00675,0.06011,0.03104,0.15346,0.01672
791,0.00518,0.00446,0.03145,0.28834,0.12077,0.00088,0.00031,0.08625,0.0078,0.14983,0.01109,0.02562,0.00674,0.06003,0.03109,0.15345,0.01671
792,0.00519,0.0045,0.03139,0.28883,0.12038,0.00084,0.00029,0.08655,0.00783,0.14981,0.01108,0.02557,0.00672,0.05989,0.0309,0.15348,0.01677
793,0.0052,0.00449,0.0314,0.28906,0.12014,0.00084,0.00029,0.08662,0.00783,0.14978,0.01102,0.0256,0.00668,0.05997,0.03083,0.15345,0.01681
794,0.0052,0.00448,0.03139,0.28939,0.11968,0.00085,0.00029,0.08679,0.00783,0.14973,0.01099,0.02562,0.00668,0.05991,0.03088,0.15349,0.01681
795,0.00518,0.00433,0.03225,0.29305,0.11633,0.00082,0.00033,0.09033,0.00788,0.14996,0.01126,0.02558,0.00669,0.05995,0.03102,0.14873,0.01631
796,0.00518,0.00435,0.0321,0.29335,0.11598,0.00082,0.00033,0.0906,0.0079,0.15,0.01114,0.02556,0.00663,0.05988,0.03102,0.14881,0.01634
797,0.00514,0.00435,0.03212,0.29397,0.11546,0.00083,0.00033,0.09074,0.00792,0.14985,0.01115,0.0256,0.0066,0.05991,0.03082,0.14885,0.01635
798,0.00513,0.00433,0.03209,0.29424,0.11505,0.00087,0.00034,0.09101,0.00796,0.14972,0.01119,0.02562,0.00661,0.05993,0.0307,0.14882,0.01638
799,0.00516,0.00429,0.03198,0.29449,0.11481,0.00085,0.00033,0.09115,0.00795,0.14983,0.01116,0.02559,0.00663,0.05993,0.03057,0.14888,0.0164
800,0.00521,0.00432,0.03253,0.3004,0.1073,0.00081,0.00032,0.09288,0.0082,0.14971,0.01149,0.02581,0.00651,0.0596,0.03019,0.1484,0.01633
801,0.00523,0.00434,0.03257,0.30067,0.1067,0.00081,0.00032,0.09302,0.00818,0.14974,0.01154,0.02588,0.00651,0.05954,0.03019,0.14836,0.01641
802,0.00524,0.00432,0.03236,0.30112,0.10651,0.0008,0.00032,0.09324,0.00825,0.14954,0.01152,0.02596,0.00645,0.05945,0.03012,0.14835,0.01645
803,0.00526,0.0043,0.03236,0.30143,0.106,0.00079,0.00033,0.09332,0.00826,0.14976,0.01142,0.02597,0.00643,0.05944,0.03005,0.14842,0.01646
804,0.00526,0.00428,0.03232,0.30156,0.10571,0.00078,0.00033,0.09352,0.00826,0.1498,0.01145,0.02595,0.00642,0.05946,0.03003,0.14842,0.01645
805,0.00529,0.00431,0.03248,0.30515,0.10034,0.00083,0.00028,0.09524,0.00836,0.1491,0.01175,0.02616,0.00649,0.05939,0.02966,0.14863,0.01654
806,0.00532,0.00442,0.03248,0.30532,0.10015,0.00084,0.00028,0.09544,0.00836,0.149,0.01161,0.02619,0.00649,0.05939,0.02953,0.14859,0.01658
807,0.00534,0.0044,0.03242,0.30584,0.09942,0.00085,0.00028,0.09584,0.00838,0.14878,0.01158,0.02628,0.00646,0.05934,0.02956,0.14862,0.01662
808,0.00535,0.00441,0.03233,0.30623,0.09925,0.00086,0.00027,0.09593,0.00838,0.1487,0.01162,0.02628,0.00642,0.05933,0.02945,0.14863,0.01658
809,0.00536,0.00441,0.03235,0.30657,0.09899,0.00085,0.00027,0.09606,0.00839,0.14852,0.01158,0.02629,0.00642,0.05932,0.02941,0.14863,0.0166
810,0.00549,0.00409,0.03172,0.29962,0.12235,0.00084,0.0002,0.10804,0.00806,0.14873,0.01082,0.02544,0.00715,0.05881,0.02877,0.12405,0.01582
811,0.00551,0.00407,0.03158,0.30025,0.1218,0.00084,0.0002,0.10829,0.00808,0.14877,0.01063,0.0255,0.00709,0.05878,0.02868,0.12409,0.01584
812,0.00554,0.00402,0.03162,0.30101,0.12081,0.00083,0.0002,0.10864,0.00812,0.14849,0.01064,0.02546,0.00703,0.05897,0.02867,0.12411,0.01584
813,0.00556,0.00403,0.03156,0.30125,0.12003,0.00083,0.00019,0.10891,0.00815,0.14857,0.01063,0.02554,0.00703,0.05905,0.02869,0.12414,0.01584
814,0.00557,0.00404,0.0316,0.30141,0.11954,0.00083,0.0002,0.10909,0.00817,0.1487,0.01058,0.02554,0.00703,0.059,0.02863,0.12423,0.01585
815,0.00572,0.00382,0.03191,0.30639,0.11419,0.00079,0.00018,0.11007,0.00834,0.14786,0.01055,0.02565,0.00704,0.05883,0.02852,0.12411,0.01605
816,0.00573,0.00372,0.03177,0.30681,0.1139,0.00076,0.00018,0.11024,0.00837,0.14779,0.01053,0.0256,0.00703,0.05889,0.02853,0.12416,0.016
817,0.00573,0.00378,0.03176,0.30721,0.11314,0.00077,0.00018,0.11036,0.00838,0.14785,0.01048,0.02569,0.00705,0.05898,0.02852,0.12409,0.01603
818,0.00573,0.00375,0.03176,0.30753,0.11285,0.00076,0.00018,0.11066,0.00836,0.14769,0.0104,0.02568,0.00701,0.05892,0.02861,0.12406,0.01605
819,0.00575,0.00374,0.03175,0.30781,0.11262,0.00077,0.00018,0.11071,0.00837,0.14763,0.01036,0.02567,0.00703,0.05896,0.02856,0.12406,0.01605
820,0.00586,0.00373,0.03225,0.31302,0.10547,0.00072,0.00019,0.11282,0.00851,0.14699,0.01062,0.02554,0.00724,0.05847,0.02847,0.12407,0.01606
821,0.00585,0.00371,0.03216,0.31363,0.10503,0.00071,0.00019,0.113,0.00854,0.14666,0.01057,0.02558,0.00725,0.05853,0.02851,0.12402,0.01605
822,0.00583,0.00372,0.03206,0.31417,0.1044,0.00073,0.00019,0.1131,0.00858,0.14666,0.0105,0.02557,0.00724,0.05856,0.02853,0.12414,0.01603
823,0.00588,0.00371,0.03203,0.31438,0.10409,0.00072,0.00019,0.11328,0.00863,0.14666,0.01051,0.02562,0.00722,0.05854,0.02838,0.12414,0.01604
824,0.00588,0.00368,0.03211,0.31456,0.10383,0.00072,0.00019,0.11346,0.00862,0.14649,0.01048,0.02562,0.00722,0.0586,0.02837,0.12418,0.01599
825,0.00613,0.00344,0.03254,0.31958,0.10151,0.00068,0.00019,0.11545,0.00878,0.14469,0.01083,0.02581,0.00718,0.05761,0.02799,0.12159,0.01601
826,0.00611,0.00341,0.03247,0.31982,0.10145,0.00068,0.00019,0.11543,0.00877,0.1446,0.01063,0.02581,0.00725,0.0577,0.02805,0.12159,0.01604
827,0.00614,0.0034,0.03243,0.32032,0.10087,0.00063,0.00019,0.1155,0.00876,0.14468,0.01061,0.02584,0.00719,0.05777,0.02801,0.12161,0.01606
828,0.00616,0.0034,0.03223,0.32069,0.10058,0.00064,0.00019,0.11541,0.00876,0.14477,0.01058,0.02588,0.00725,0.05772,0.02796,0.12171,0.01607
829,0.00616,0.00339,0.03219,0.3209,0.10016,0.00064,0.00018,0.11554,0.0088,0.14489,0.01053,0.02592,0.00719,0.05766,0.02795,0.12174,0.01614
830,0.00648,0.00341,0.03282,0.32763,0.09452,0.00071,0.00018,0.11542,0.009,0.14346,0.01069,0.0259,0.0073,0.05685,0.02781,0.12144,0.01636
831,0.0065,0.0034,0.03267,0.32797,0.09418,0.00071,0.00018,0.11561,0.00904,0.1435,0.01064,0.02593,0.00719,0.05686,0.02783,0.12144,0.01634
832,0.00654,0.00343,0.03276,0.32876,0.0937,0.0007,0.00018,0.11569,0.00909,0.14315,0.01063,0.0259,0.00715,0.05683,0.02768,0.12145,0.01637
833,0.00655,0.00343,0.0328,0.32906,0.09323,0.0007,0.00021,0.11575,0.00908,0.14317,0.01068,0.02592,0.00713,0.05683,0.02762,0.12148,0.01637
834,0.00657,0.0034,0.03287,0.32934,0.09298,0.00071,0.0002,0.1159,0.00906,0.14298,0.01067,0.02597,0.00714,0.05677,0.02753,0.12149,0.01642
835,0.0067,0.00337,0.03271,0.33361,0.08882,0.00073,0.00022,0.11653,0.00925,0.14258,0.01062,0.02621,0.00706,0.05662,0.02684,0.12161,0.0165
836,0.00669,0.0034,0.03263,0.33401,0.08855,0.00073,0.00023,0.11688,0.00926,0.14228,0.01061,0.02621,0.00706,0.05652,0.02675,0.12168,0.01652
837,0.0067,0.0034,0.03255,0.33468,0.08819,0.00072,0.00023,0.11679,0.0093,0.14217,0.01053,0.02624,0.00702,0.05657,0.02666,0.12173,0.01651
838,0.00669,0.00343,0.03251,0.33511,0.08782,0.00072,0.00021,0.11676,0.0093,0.14225,0.01049,0.02624,0.00699,0.05658,0.02662,0.12172,0.01656
839,0.0067,0.00341,0.03251,0.33539,0.08748,0.00071,0.00021,0.11676,0.00934,0.14229,0.01053,0.02619,0.00699,0.05664,0.02657,0.12171,0.01656
840,0.00665,0.00299,0.03209,0.31046,0.11925,0.00065,0.00023,0.14207,0.00915,0.14223,0.01024,0.02454,0.00803,0.05521,0.02534,0.09563,0.01523
841,0.00667,0.00302,0.03187,0.31095,0.11827,0.00064,0.00023,0.14255,0.0092,0.14218,0.01019,0.02461,0.00797,0.05528,0.02532,0.09573,0.01532
842,0.00672,0.00299,0.03175,0.31163,0.11706,0.00064,0.00022,0.14337,0.00923,0.14195,0.01019,0.02471,0.00786,0.05514,0.02541,0.09582,0.01532
843,0.00675,0.00298,0.03173,0.31217,0.11635,0.00064,0.00022,0.14341,0.00924,0.14184,0.01019,0.0247,0.00788,0.05515,0.02556,0.09584,0.01534
844,0.00677,0.00298,0.03168,0.31264,0.11587,0.00064,0.00022,0.14359,0.00926,0.14168,0.01016,0.02473,0.00792,0.05515,0.02551,0.09584,0.01536
845,0.00695,0.00303,0.03209,0.31872,0.1084,0.00069,0.00021,0.14416,0.00944,0.14059,0.01047,0.02509,0.00776,0.05532,0.02576,0.09566,0.01567
846,0.00697,0.00304,0.03212,0.31918,0.10797,0.00069,0.00021,0.14411,0.00948,0.14038,0.01038,0.0251,0.00777,0.05538,0.02575,0.09577,0.0157
847,0.00699,0.003,0.03213,0.31992,0.10703,0.00069,0.00022,0.14438,0.00951,0.14017,0.0103,0.02518,0.00777,0.05536,0.02581,0.0958,0.01573
848,0.00702,0.00301,0.03212,0.3204,0.10658,0.0007,0.0002,0.14448,0.00952,0.14,0.01029,0.0252,0.00777,0.05532,0.02583,0.09578,0.01579
849,0.00702,0.00302,0.03214,0.32067,0.10634,0.0007,0.00021,0.14456,0.00952,0.13984,0.01024,0.02526,0.00778,0.05529,0.02586,0.09581,0.01576
850,0.00714,0.00293,0.03262,0.32787,0.09741,0.00072,0.0002,0.14585,0.00986,0.13799,0.01066,0.0256,0.00766,0.05492,0.02645,0.09601,0.01609
851,0.00715,0.00292,0.03248,0.32844,0.09727,0.00074,0.00018,0.1457,0.00987,0.13803,0.01057,0.0256,0.00764,0.0549,0.02638,0.09605,0.01607
852,0.00712,0.00295,0.03237,0.3291,0.09669,0.00072,0.00018,0.14588,0.00987,0.13799,0.01049,0.0256,0.00768,0.05489,0.02622,0.09614,0.01611
853,0.0071,0.00292,0.03236,0.32963,0.09653,0.00071,0.00018,0.14591,0.00991,0.13783,0.01043,0.02566,0.00768,0.05483,0.02605,0.09617,0.01612
854,0.00708,0.00296,0.03226,0.32978,0.09648,0.0007,0.00018,0.14588,0.00992,0.13782,0.01042,0.02568,0.00774,0.05487,0.02592,0.09615,0.01614
855,0.00719,0.00276,0.03326,0.33793,0.09213,0.0007,0.00017,0.14498,0.00997,0.13487,0.01045,0.02594,0.00795,0.05496,0.02573,0.09483,0.01617
856,0.00721,0.00273,0.03318,0.33842,0.09181,0.0007,0.00016,0.1451,0.01,0.13474,0.01033,0.02598,0.00798,0.05498,0.02564,0.09487,0.01618
857,0.0072,0.00271,0.03308,0.33893,0.09153,0.0007,0.00015,0.14521,0.01008,0.13464,0.01022,0.02598,0.00797,0.05483,0.02571,0.09486,0.01619
858,0.00719,0.00272,0.03304,0.33944,0.09111,0.00071,0.00015,0.14535,0.01009,0.13467,0.01021,0.026,0.00792,0.05472,0.02564,0.09481,0.01622
859,0.00719,0.0027,0.03316,0.33966,0.09067,0.0007,0.00015,0.14535,0.0101,0.13469,0.01024,0.02607,0.00787,0.05478,0.02564,0.09482,0.01621
860,0.00729,0.00254,0.03395,0.34837,0.08505,0.00066,0.00014,0.14321,0.01023,0.13292,0.01039,0.02624,0.00794,0.05452,0.02519,0.095,0.01638
861,0.0073,0.00255,0.03383,0.34868,0.08461,0.00066,0.00014,0.14335,0.01025,0.13304,0.01035,0.02621,0.0079,0.05453,0.02524,0.09502,0.01636
862,0.00731,0.00253,0.0338,0.34937,0.08417,0.00066,0.00014,0.14325,0.01032,0.13287,0.01027,0.02625,0.00796,0.05458,0.02511,0.09504,0.01638
863,0.0073,0.00253,0.03391,0.3497,0.08386,0.00062,0.00014,0.14345,0.01036,0.13253,0.01023,0.0262,0.00797,0.05462,0.02508,0.09509,0.01641
864,0.00731,0.00253,0.0339,0.35016,0.08353,0.00061,0.00014,0.14352,0.01035,0.1325,0.01023,0.0262,0.00793,0.05458,0.02505,0.09506,0.01642
865,0.00749,0.00253,0.03424,0.35473,0.07981,0.00059,0.00014,0.14257,0.01057,0.13169,0.01051,0.02633,0.00794,0.05452,0.02455,0.09522,0.01657
866,0.0075,0.00253,0.03436,0.35496,0.07955,0.0006,0.00014,0.14263,0.01053,0.13158,0.01052,0.02636,0.00798,0.05451,0.02444,0.09521,0.0166
867,0.00754,0.00253,0.03429,0.35536,0.07898,0.0006,0.00014,0.14271,0.01054,0.13164,0.01056,0.02629,0.00802,0.05448,0.02439,0.09524,0.01669
868,0.00755,0.00252,0.0343,0.35576,0.07868,0.00059,0.00014,0.1427,0.01058,0.1315,0.01049,0.02627,0.00804,0.05448,0.0244,0.09527,0.01672
869,0.00758,0.00253,0.03425,0.35611,0.07826,0.00061,0.00014,0.1428,0.0106,0.13142,0.01048,0.02629,0.00804,0.05447,0.02442,0.09532,0.0167
870,0.00754,0.00237,0.03526,0.35749,0.09243,0.00057,0.00013,0.14053,0.01065,0.12785,0.01051,0.02535,0.00875,0.0548,0.02391,0.08549,0.01639
