Minute,religion,pro_services,care_household_members,social_relax_leisure,travel,household_services,gov_services,eat_drink,volunteering,household_activities,care_non_household_members,sports_exercise,calls,personal_care,consumer_purchases,work,education
367,0.0182,0.00963,0.02018,0.1427,0.06269,0.0017,0.00099,0.04532,0.0127,0.13796,0.00935,0.01901,0.00462,0.15171,0.02461,0.29493,0.04371
368,0.0182,0.00963,0.02016,0.14287,0.06251,0.00169,0.00099,0.04534,0.01268,0.13798,0.00936,0.019,0.00463,0.15164,0.02461,0.295,0.04372
369,0.0182,0.00961,0.02017,0.14293,0.06238,0.00169,0.00099,0.04533,0.01267,0.13799,0.00936,0.01902,0.0046,0.15166,0.02466,0.29504,0.04369
370,0.01855,0.00995,0.02021,0.1439,0.05761,0.00167,0.00102,0.04296,0.01295,0.13835,0.0095,0.01902,0.00442,0.15151,0.02599,0.2985,0.04389
371,0.01855,0.00997,0.02022,0.14405,0.05765,0.00169,0.00102,0.04296,0.01295,0.13821,0.00945,0.01905,0.00443,0.15138,0.02601,0.29851,0.04391
372,0.01858,0.00999,0.02014,0.14405,0.05745,0.00169,0.00099,0.04291,0.01294,0.13814,0.00951,0.01905,0.00445,0.15142,0.02603,0.29873,0.04392
373,0.01863,0.01002,0.02011,0.1441,0.0573,0.00169,0.00098,0.04285,0.01296,0.13814,0.0095,0.01906,0.00443,0.15141,0.0261,0.29881,0.04393
374,0.01862,0.01006,0.02018,0.14411,0.05718,0.00169,0.00097,0.04292,0.01294,0.13807,0.00949,0.01907,0.00442,0.15141,0.02606,0.29884,0.04394
375,0.01899,0.01011,0.02027,0.14129,0.05586,0.00174,0.001,0.03746,0.01296,0.1374,0.00995,0.0189,0.00419,0.14905,0.0271,0.30958,0.04416
376,0.019,0.0101,0.02024,0.14149,0.0559,0.00172,0.001,0.03737,0.01297,0.13736,0.00989,0.01889,0.00416,0.14905,0.02707,0.30966,0.04414
377,0.01902,0.0101,0.02024,0.14175,0.05544,0.00171,0.001,0.03743,0.013,0.13735,0.00989,0.01888,0.00412,0.14899,0.02725,0.30971,0.04412
378,0.01904,0.01006,0.02028,0.14175,0.05516,0.00171,0.001,0.03734,0.01301,0.13733,0.00985,0.01894,0.00416,0.14902,0.02735,0.3098,0.04419
379,0.01904,0.01005,0.02028,0.14178,0.05507,0.00171,0.001,0.03732,0.013,0.13737,0.00982,0.01891,0.00418,0.14902,0.02738,0.30986,0.0442
380,0.01929,0.01031,0.02047,0.14364,0.05271,0.00173,0.00102,0.0352,0.01306,0.13701,0.00981,0.01894,0.00421,0.14813,0.02819,0.31188,0.04441
381,0.0193,0.01036,0.02036,0.1437,0.05262,0.00173,0.00102,0.0352,0.01307,0.13697,0.00979,0.01893,0.0042,0.1481,0.02824,0.31197,0.04443
382,0.01934,0.01038,0.02042,0.14392,0.05231,0.00174,0.00102,0.03506,0.0131,0.13704,0.00976,0.01896,0.00415,0.14807,0.02828,0.31206,0.04441
383,0.01934,0.01035,0.02042,0.14402,0.05202,0.00173,0.00104,0.03514,0.01311,0.137,0.00978,0.01896,0.00415,0.14804,0.02834,0.31212,0.04443
384,0.01936,0.01035,0.02035,0.14402,0.05185,0.00173,0.00104,0.03515,0.0131,0.13708,0.00979,0.01895,0.00416,0.14806,0.02837,0.3122,0.04442
385,0.01956,0.01032,0.02054,0.14527,0.05002,0.00174,0.00103,0.03443,0.01327,0.13688,0.00986,0.01918,0.00412,0.14754,0.02857,0.31316,0.04452
386,0.01958,0.01035,0.0206,0.14535,0.0496,0.00174,0.00103,0.03447,0.01328,0.13691,0.00987,0.01916,0.00409,0.14758,0.02862,0.31324,0.04452
387,0.01967,0.01032,0.02059,0.14542,0.0495,0.00171,0.00104,0.03441,0.0133,0.13698,0.00983,0.01919,0.004,0.14753,0.02868,0.3133,0.04452
388,0.01968,0.0103,0.02058,0.14552,0.04929,0.00173,0.00104,0.03439,0.0133,0.13695,0.00982,0.01922,0.00402,0.14747,0.02884,0.31331,0.04453
389,0.01969,0.01029,0.02058,0.14563,0.04917,0.00173,0.00104,0.03434,0.0133,0.13691,0.00979,0.01925,0.00403,0.14752,0.02883,0.31334,0.04454
390,0.01952,0.01011,0.02052,0.14952,0.06403,0.00161,0.00106,0.03499,0.01321,0.13784,0.00984,0.01938,0.00487,0.13009,0.02916,0.30997,0.04428
391,0.01955,0.01008,0.02053,0.14963,0.06364,0.00161,0.00106,0.03505,0.01321,0.1378,0.00983,0.01942,0.00482,0.13007,0.02927,0.31009,0.04436
392,0.01958,0.01008,0.02049,0.14988,0.06324,0.00161,0.00106,0.03507,0.01322,0.13764,0.00983,0.01947,0.00475,0.13009,0.02942,0.31018,0.04438
393,0.01963,0.01004,0.0205,0.15004,0.06297,0.00161,0.00108,0.03511,0.01322,0.13764,0.00987,0.01952,0.0047,0.13004,0.02943,0.3102,0.04441
394,0.01964,0.01006,0.0205,0.15018,0.06283,0.00161,0.00108,0.03513,0.0132,0.13765,0.00986,0.01953,0.0047,0.13002,0.02944,0.3102,0.04437
395,0.01987,0.01006,0.02053,0.15233,0.06032,0.00164,0.00108,0.0347,0.01329,0.13729,0.00988,0.01949,0.00449,0.12919,0.03039,0.31101,0.04442
396,0.01987,0.01007,0.02053,0.15254,0.06019,0.00165,0.00108,0.03469,0.01329,0.13723,0.00985,0.01944,0.0045,0.12915,0.03039,0.31108,0.04442
397,0.01986,0.01003,0.02055,0.15275,0.05993,0.00163,0.00109,0.03472,0.01334,0.13726,0.0099,0.01943,0.00448,0.12904,0.03039,0.31121,0.0444
398,0.01986,0.01008,0.02055,0.15287,0.05974,0.00163,0.0011,0.0348,0.01333,0.13726,0.00992,0.01943,0.00451,0.129,0.03043,0.31114,0.04437
399,0.01986,0.01008,0.02054,0.15302,0.05959,0.00162,0.00109,0.03479,0.01333,0.13733,0.0099,0.01945,0.0045,0.12899,0.03039,0.31115,0.04436
400,0.02024,0.01014,0.02049,0.15444,0.05618,0.00168,0.00102,0.03379,0.01332,0.13767,0.01007,0.01951,0.0045,0.12849,0.03129,0.3127,0.04447
401,0.02026,0.01011,0.02048,0.15444,0.05605,0.00168,0.00102,0.03386,0.01332,0.13764,0.01004,0.01951,0.0045,0.12846,0.03136,0.31281,0.04447
402,0.0203,0.01008,0.02044,0.1546,0.05572,0.00167,0.00103,0.03405,0.01328,0.13772,0.01003,0.01948,0.00455,0.12844,0.03121,0.31289,0.0445
403,0.0203,0.01007,0.02041,0.15482,0.05553,0.00166,0.00102,0.03392,0.01331,0.13771,0.01007,0.01949,0.00458,0.12849,0.03122,0.31289,0.04451
404,0.0203,0.01005,0.02044,0.15492,0.05543,0.00166,0.00101,0.03393,0.01335,0.13769,0.01007,0.01945,0.00458,0.12849,0.03116,0.31297,0.04449
405,0.0206,0.01,0.02041,0.1544,0.05696,0.00173,0.00096,0.03233,0.01332,0.13692,0.01007,0.01947,0.00461,0.12568,0.0317,0.31657,0.04428
406,0.02061,0.00999,0.02035,0.15453,0.0568,0.00176,0.00097,0.0324,0.01333,0.13697,0.00998,0.01945,0.00457,0.12571,0.03168,0.31663,0.04426
407,0.02066,0.01001,0.0203,0.15467,0.05622,0.00176,0.00096,0.03247,0.01338,0.13687,0.00995,0.01951,0.00458,0.12561,0.03183,0.31685,0.04436
408,0.02066,0.00993,0.02036,0.15485,0.05605,0.00175,0.00096,0.03239,0.01342,0.13686,0.00991,0.01952,0.00459,0.12554,0.03173,0.31702,0.04445
409,0.02067,0.00997,0.02032,0.15489,0.05586,0.00175,0.00095,0.03259,0.01344,0.13676,0.00993,0.01954,0.00456,0.12557,0.03173,0.31701,0.04444
410,0.02113,0.01009,0.02049,0.15688,0.05366,0.00172,0.00096,0.03174,0.01347,0.13649,0.01011,0.01972,0.00463,0.12481,0.03194,0.31808,0.04407
411,0.02121,0.01013,0.0205,0.15696,0.05332,0.00171,0.00096,0.03179,0.01348,0.13647,0.01014,0.01968,0.0046,0.12481,0.03198,0.31813,0.0441
412,0.02125,0.01015,0.02049,0.15715,0.05296,0.00173,0.00096,0.03181,0.01351,0.13641,0.01012,0.0197,0.00459,0.12484,0.032,0.31824,0.04409
413,0.02128,0.01016,0.02046,0.1573,0.05287,0.00174,0.00094,0.03192,0.01348,0.13637,0.01006,0.01968,0.00457,0.12484,0.032,0.31823,0.0441
414,0.02127,0.01017,0.02046,0.1574,0.05245,0.00175,0.00094,0.03198,0.01348,0.13651,0.01001,0.01969,0.00457,0.12481,0.03207,0.31831,0.04411
415,0.02153,0.01018,0.02057,0.15799,0.05085,0.00167,0.00096,0.03201,0.01341,0.13657,0.01026,0.01962,0.00453,0.12431,0.03204,0.31923,0.04428
416,0.02157,0.01018,0.02054,0.1581,0.05077,0.00168,0.00096,0.03208,0.0134,0.1366,0.01023,0.01962,0.00451,0.12429,0.03197,0.31923,0.04427
417,0.02157,0.01016,0.02046,0.15832,0.05074,0.00167,0.00096,0.03199,0.01338,0.13657,0.01032,0.01963,0.00448,0.12429,0.03197,0.31923,0.04427
418,0.02157,0.01017,0.0204,0.15843,0.05067,0.00168,0.00095,0.03205,0.01338,0.13647,0.01035,0.01964,0.00446,0.12426,0.03191,0.31936,0.04426
419,0.02157,0.01018,0.02039,0.15845,0.05065,0.00169,0.00095,0.03206,0.01339,0.13644,0.01035,0.01961,0.00449,0.12428,0.03187,0.31937,0.04426
420,0.02152,0.00992,0.01988,0.15434,0.07683,0.00157,0.00088,0.05097,0.01308,0.13827,0.01054,0.01953,0.00558,0.09699,0.03244,0.30485,0.04282
421,0.02155,0.00995,0.01979,0.15468,0.07652,0.00155,0.00086,0.05116,0.01305,0.13826,0.01051,0.01953,0.00552,0.09688,0.03243,0.30496,0.04282
422,0.02159,0.01002,0.01975,0.155,0.0756,0.00154,0.00086,0.05161,0.01308,0.13814,0.01055,0.0196,0.00539,0.09685,0.03261,0.30504,0.04277
423,0.0216,0.01008,0.01976,0.15517,0.07471,0.00153,0.00085,0.05181,0.01308,0.1383,0.01054,0.0196,0.00536,0.09685,0.03289,0.30502,0.04282
424,0.02161,0.01006,0.01973,0.15529,0.07439,0.00152,0.00085,0.05186,0.01308,0.13832,0.01052,0.01958,0.00538,0.09686,0.03302,0.30509,0.04283
425,0.02182,0.01007,0.01984,0.15652,0.06952,0.00157,0.00085,0.05348,0.01305,0.13841,0.0108,0.01955,0.00515,0.09636,0.03412,0.30619,0.0427
426,0.02183,0.01009,0.01993,0.15675,0.06892,0.00157,0.00085,0.05361,0.01306,0.13842,0.01082,0.01956,0.00512,0.09639,0.03424,0.30618,0.04267
427,0.02184,0.01005,0.01996,0.15684,0.06856,0.00156,0.00085,0.05385,0.01301,0.13835,0.01077,0.01958,0.00512,0.09649,0.03421,0.30632,0.04263
428,0.02183,0.01011,0.01998,0.15704,0.06823,0.00155,0.00085,0.05388,0.01304,0.13833,0.01076,0.01958,0.00512,0.09652,0.03416,0.30639,0.04262
429,0.02184,0.01009,0.02003,0.15714,0.06798,0.00156,0.00085,0.05399,0.01304,0.13828,0.01077,0.01954,0.00509,0.09658,0.03416,0.30646,0.0426
430,0.022,0.01008,0.02012,0.15921,0.06223,0.00166,0.00089,0.0546,0.0131,0.13808,0.01095,0.01944,0.00496,0.09661,0.03539,0.30782,0.04285
431,0.02201,0.01008,0.02006,0.15921,0.06199,0.00166,0.00089,0.05461,0.0131,0.13812,0.01094,0.01949,0.00495,0.09663,0.03547,0.3079,0.04288
432,0.02202,0.01014,0.02002,0.1595,0.06165,0.00165,0.0009,0.05465,0.01311,0.1379,0.01091,0.01952,0.00495,0.09669,0.03546,0.30804,0.0429
433,0.02203,0.01016,0.02,0.15949,0.06142,0.00168,0.0009,0.05483,0.01312,0.13785,0.01089,0.01955,0.00501,0.09669,0.03541,0.30804,0.04292
434,0.02203,0.01016,0.01997,0.15964,0.06115,0.00167,0.0009,0.05491,0.01312,0.13785,0.01087,0.01958,0.00499,0.09671,0.03544,0.30812,0.04291
435,0.02162,0.00979,0.01996,0.16077,0.06191,0.00164,0.00098,0.05462,0.01296,0.13632,0.01107,0.01937,0.00477,0.09543,0.03607,0.30973,0.04299
436,0.02161,0.00976,0.01998,0.1609,0.06173,0.00164,0.001,0.05475,0.01298,0.13634,0.01104,0.01941,0.00475,0.09536,0.03604,0.30973,0.04298
437,0.0216,0.00973,0.01994,0.16093,0.06147,0.00164,0.00101,0.05487,0.01297,0.13638,0.011,0.0194,0.00477,0.09541,0.03604,0.30985,0.04298
438,0.02164,0.00971,0.01999,0.16105,0.06133,0.00164,0.00099,0.05499,0.01298,0.13634,0.011,0.01937,0.00474,0.09541,0.03605,0.3098,0.04296
439,0.02167,0.0097,0.02001,0.16123,0.06108,0.00164,0.00099,0.05504,0.01296,0.13634,0.01103,0.01938,0.00473,0.09539,0.03607,0.30981,0.04294
440,0.02173,0.00983,0.01992,0.16374,0.05845,0.00163,0.00099,0.05488,0.01295,0.13601,0.01126,0.01918,0.00453,0.09453,0.03656,0.31096,0.04284
441,0.02173,0.00982,0.01987,0.16395,0.05818,0.00162,0.00099,0.05499,0.01299,0.13595,0.0112,0.01922,0.00451,0.09456,0.03653,0.31111,0.04279
442,0.02172,0.00974,0.01992,0.16427,0.05797,0.00163,0.00099,0.05498,0.01299,0.13609,0.01114,0.01917,0.00449,0.09451,0.03653,0.31103,0.04281
443,0.02173,0.0097,0.01991,0.16426,0.05799,0.00166,0.00098,0.05516,0.01299,0.13601,0.01118,0.01916,0.00445,0.0945,0.03651,0.31103,0.04279
444,0.02173,0.0097,0.01989,0.1643,0.05787,0.00165,0.001,0.05517,0.01299,0.13604,0.01114,0.0192,0.00449,0.09446,0.03655,0.31103,0.04278
445,0.02166,0.00961,0.01997,0.1654,0.05655,0.00156,0.00102,0.05565,0.01291,0.13567,0.01122,0.01914,0.00445,0.09421,0.03668,0.31147,0.04282
446,0.02167,0.00967,0.01988,0.16549,0.05666,0.00158,0.00102,0.05571,0.01291,0.13558,0.01118,0.01911,0.00444,0.09422,0.03654,0.3115,0.04282
447,0.02168,0.00965,0.01993,0.16563,0.0563,0.00158,0.00102,0.05574,0.01296,0.13576,0.01121,0.01909,0.00442,0.09411,0.03654,0.31154,0.04284
448,0.02168,0.00962,0.01993,0.16563,0.05626,0.00155,0.00102,0.05581,0.01296,0.13577,0.0112,0.01908,0.00446,0.09416,0.03642,0.31159,0.04285
449,0.02168,0.00964,0.01991,0.16574,0.05638,0.00156,0.00102,0.0558,0.01296,0.13575,0.01116,0.01909,0.00443,0.09414,0.03628,0.31158,0.04287
450,0.01973,0.00908,0.01894,0.16389,0.07523,0.00153,0.00097,0.0704,0.01228,0.13506,0.01123,0.01848,0.00466,0.08625,0.0367,0.29465,0.04094
451,0.01968,0.00906,0.019,0.16423,0.07469,0.0015,0.00097,0.07062,0.01229,0.13504,0.0112,0.0185,0.00467,0.08607,0.03674,0.29472,0.04103
452,0.01967,0.00908,0.01896,0.16447,0.07387,0.00148,0.00098,0.07078,0.0123,0.13537,0.01126,0.01847,0.00461,0.086,0.03683,0.29479,0.04107
453,0.01966,0.00908,0.0189,0.1647,0.07336,0.00148,0.00098,0.07082,0.01231,0.13548,0.01123,0.0185,0.00461,0.08605,0.03688,0.29492,0.04105
454,0.01967,0.00904,0.01888,0.16485,0.07284,0.00146,0.00098,0.07091,0.01236,0.13555,0.01123,0.01851,0.00464,0.08612,0.03689,0.29502,0.04105
455,0.0196,0.009,0.01901,0.16629,0.06793,0.0015,0.00098,0.07315,0.01236,0.13511,0.01148,0.01864,0.00457,0.08644,0.03732,0.29551,0.04111
456,0.0196,0.00903,0.01901,0.16637,0.06759,0.0015,0.00097,0.07338,0.01237,0.13515,0.01145,0.01866,0.00453,0.08639,0.03737,0.2955,0.04113
457,0.0196,0.00899,0.01888,0.16661,0.06752,0.00149,0.00096,0.0735,0.01241,0.135,0.01142,0.0187,0.0045,0.08638,0.03732,0.29558,0.04113
458,0.01959,0.00899,0.01888,0.16681,0.06703,0.00149,0.00096,0.07375,0.01244,0.13503,0.0114,0.01872,0.00449,0.08636,0.0373,0.29568,0.04108
459,0.0196,0.009,0.01889,0.16691,0.06692,0.00151,0.00096,0.07386,0.01243,0.13498,0.01133,0.01872,0.00448,0.08632,0.03732,0.2957,0.04105
460,0.01944,0.009,0.01901,0.16878,0.06298,0.00156,0.00094,0.07562,0.01253,0.13401,0.01133,0.01891,0.00445,0.08616,0.03764,0.29675,0.04091
461,0.01943,0.00896,0.01898,0.16894,0.06284,0.00156,0.00094,0.07575,0.01254,0.13393,0.01125,0.01892,0.00444,0.08616,0.03763,0.29682,0.04091
462,0.01944,0.00892,0.01892,0.16913,0.06256,0.00157,0.00094,0.0761,0.01246,0.13388,0.0112,0.01892,0.00441,0.08613,0.03765,0.2968,0.04098
463,0.01943,0.00891,0.01892,0.16943,0.06214,0.0016,0.00094,0.0761,0.01248,0.13382,0.01124,0.01893,0.00438,0.08613,0.03762,0.29693,0.04099
464,0.01943,0.00893,0.01895,0.16957,0.062,0.00162,0.00094,0.07616,0.01247,0.13382,0.01124,0.01893,0.00435,0.08611,0.03751,0.29702,0.04094
465,0.01859,0.00872,0.01873,0.17072,0.06419,0.00154,0.00097,0.07951,0.01218,0.13299,0.01129,0.01857,0.00439,0.08459,0.03735,0.29543,0.04024
466,0.01859,0.00872,0.01862,0.17087,0.06409,0.00154,0.00097,0.07963,0.0122,0.13307,0.01123,0.01855,0.00439,0.08457,0.03741,0.29531,0.04026
467,0.01857,0.00873,0.01871,0.17099,0.06357,0.00155,0.00096,0.07977,0.01221,0.13312,0.01121,0.01858,0.00435,0.0847,0.03743,0.29531,0.04024
468,0.0186,0.00871,0.01866,0.17117,0.06349,0.00155,0.00098,0.07994,0.0122,0.13293,0.01118,0.01854,0.00433,0.08469,0.03742,0.29538,0.04023
469,0.01859,0.0087,0.01867,0.17132,0.06308,0.00154,0.00098,0.08013,0.01221,0.13287,0.01123,0.01855,0.00429,0.08472,0.03743,0.29554,0.04019
470,0.01851,0.00864,0.01903,0.17311,0.06085,0.00158,0.00095,0.0797,0.01222,0.13206,0.01135,0.01856,0.00443,0.08492,0.03748,0.29669,0.03991
471,0.0185,0.00859,0.01894,0.17333,0.06059,0.00158,0.00097,0.07968,0.01223,0.13209,0.01136,0.01855,0.00438,0.08494,0.0375,0.29677,0.03999
472,0.01851,0.00861,0.01888,0.17346,0.05989,0.00158,0.00098,0.07993,0.01224,0.13218,0.01132,0.01849,0.00436,0.08501,0.03759,0.29692,0.04005
473,0.0185,0.0086,0.01884,0.17363,0.05968,0.00159,0.00098,0.08008,0.01222,0.13222,0.01126,0.01848,0.0043,0.08501,0.03758,0.29694,0.04009
474,0.0185,0.00861,0.01881,0.17373,0.05958,0.00158,0.00097,0.08021,0.01223,0.13219,0.01128,0.01849,0.00425,0.08505,0.03747,0.29698,0.04007
475,0.01834,0.00857,0.01893,0.175,0.05734,0.00162,0.00096,0.08049,0.01217,0.13211,0.01137,0.01864,0.00422,0.08497,0.03691,0.29811,0.04024
476,0.01833,0.00857,0.01896,0.1752,0.05701,0.00163,0.00094,0.08059,0.01217,0.13201,0.01136,0.01864,0.00421,0.08505,0.0369,0.29817,0.04025
477,0.01831,0.00861,0.01895,0.17522,0.05709,0.00166,0.00094,0.08075,0.01214,0.13178,0.01135,0.01869,0.00422,0.08503,0.03671,0.29828,0.04027
478,0.01831,0.00862,0.01889,0.17529,0.05688,0.00163,0.00094,0.08081,0.01214,0.13179,0.01138,0.0187,0.00423,0.08509,0.03657,0.29843,0.04028
479,0.0183,0.00861,0.01896,0.17537,0.05676,0.00163,0.00094,0.08078,0.01214,0.13175,0.01132,0.01868,0.00421,0.08513,0.03656,0.29853,0.04031
480,0.0137,0.00765,0.01764,0.15865,0.10733,0.00151,0.00086,0.14898,0.01064,0.12677,0.01042,0.01843,0.00471,0.06824,0.03573,0.23277,0.03596
481,0.01368,0.00768,0.01764,0.159,0.10611,0.00152,0.00086,0.14978,0.0106,0.12674,0.0105,0.01846,0.00467,0.06819,0.03578,0.23289,0.03589
482,0.01368,0.0078,0.01761,0.15939,0.10339,0.00154,0.00085,0.15128,0.01062,0.1266,0.01044,0.01849,0.00461,0.0682,0.03653,0.23306,0.03591
483,0.01367,0.00783,0.01761,0.15985,0.10185,0.00156,0.00084,0.15239,0.01068,0.12637,0.01042,0.01853,0.00458,0.06822,0.0368,0.23299,0.03582
484,0.01367,0.00784,0.01763,0.16002,0.10099,0.00156,0.00084,0.15295,0.01065,0.12628,0.01046,0.01852,0.00458,0.06814,0.03695,0.2331,0.03583
485,0.01344,0.00789,0.01771,0.16275,0.08872,0.00159,0.0008,0.15849,0.01075,0.12572,0.01078,0.01887,0.0043,0.06803,0.03977,0.23457,0.03581
486,0.01344,0.00787,0.01765,0.1629,0.0884,0.00157,0.0008,0.15881,0.01075,0.1257,0.01066,0.01897,0.00429,0.06795,0.03972,0.23469,0.03583
487,0.01344,0.00787,0.0176,0.16322,0.08772,0.00153,0.0008,0.15938,0.01075,0.12548,0.01067,0.01901,0.00433,0.06797,0.03953,0.23485,0.03586
488,0.01343,0.00781,0.01759,0.16343,0.08732,0.00153,0.00082,0.1597,0.0108,0.12553,0.01061,0.01906,0.00431,0.06796,0.03949,0.23482,0.03579
489,0.01345,0.00784,0.0176,0.16365,0.0868,0.00152,0.00082,0.15998,0.0108,0.12542,0.01064,0.01905,0.00429,0.06794,0.03942,0.23489,0.03588
490,0.01301,0.00797,0.01784,0.1668,0.0769,0.00153,0.00081,0.16389,0.01071,0.12428,0.01086,0.01931,0.00424,0.06809,0.04091,0.23654,0.03631
491,0.01301,0.00802,0.01782,0.16705,0.07655,0.00152,0.00082,0.16424,0.01073,0.12422,0.01081,0.01932,0.00429,0.06799,0.04076,0.23657,0.03628
492,0.013,0.00788,0.0178,0.16746,0.07654,0.00155,0.00081,0.16449,0.01076,0.12401,0.01076,0.01932,0.00427,0.06803,0.0404,0.23663,0.03631
493,0.01296,0.00791,0.01776,0.16769,0.07642,0.00153,0.00082,0.16446,0.01077,0.12383,0.01075,0.01926,0.00426,0.06817,0.0403,0.2368,0.03631
494,0.01296,0.00791,0.01776,0.16779,0.07614,0.00153,0.00082,0.16454,0.01076,0.1239,0.01078,0.01935,0.00425,0.0682,0.04015,0.23684,0.03632
495,0.01163,0.00791,0.0179,0.17089,0.0758,0.00148,0.00077,0.16237,0.01073,0.12277,0.0109,0.01956,0.00432,0.06808,0.04067,0.23813,0.03609
496,0.01162,0.00794,0.0178,0.17125,0.07526,0.00148,0.00077,0.16232,0.01079,0.12284,0.01086,0.01961,0.00429,0.0681,0.04076,0.2383,0.03604
497,0.01162,0.00795,0.0178,0.1716,0.07442,0.00146,0.00077,0.16232,0.01076,0.12288,0.01087,0.01961,0.0043,0.06818,0.04097,0.23841,0.03609
498,0.0116,0.00794,0.01783,0.17189,0.07424,0.00147,0.00075,0.16235,0.01073,0.12283,0.01084,0.01965,0.00431,0.06815,0.04078,0.23856,0.03608
499,0.01161,0.00792,0.01779,0.17214,0.07399,0.00147,0.00075,0.16242,0.01073,0.12278,0.01079,0.01965,0.00433,0.06817,0.04074,0.23865,0.03608
500,0.01143,0.00801,0.01799,0.17624,0.06998,0.00147,0.00077,0.15743,0.01074,0.12302,0.01098,0.01975,0.00442,0.06809,0.04102,0.24229,0.03638
501,0.01144,0.00796,0.01794,0.17661,0.06988,0.00145,0.00077,0.15734,0.01072,0.12278,0.01091,0.01976,0.00443,0.06819,0.041,0.24242,0.03642
502,0.01143,0.008,0.01796,0.17709,0.06937,0.00144,0.00077,0.15721,0.0107,0.12277,0.01092,0.01974,0.00445,0.06817,0.04095,0.24262,0.0364
503,0.01143,0.00799,0.0179,0.17738,0.06913,0.00144,0.00074,0.15713,0.0107,0.12284,0.01093,0.01973,0.00449,0.0682,0.04087,0.2427,0.03639
504,0.01142,0.00797,0.01787,0.17754,0.06895,0.00143,0.00075,0.15705,0.01069,0.1229,0.01088,0.01973,0.00448,0.06822,0.04077,0.24294,0.0364
505,0.01139,0.00792,0.0178,0.1801,0.067,0.0015,0.00072,0.15443,0.01067,0.12308,0.01114,0.01987,0.00431,0.06847,0.04035,0.24457,0.03668
506,0.01136,0.00793,0.01776,0.18032,0.06633,0.0015,0.00072,0.15441,0.01068,0.12317,0.01118,0.01988,0.0043,0.06848,0.04046,0.2448,0.03672
507,0.01136,0.00795,0.01776,0.18051,0.0664,0.00149,0.00072,0.1542,0.01067,0.12305,0.01116,0.01988,0.00432,0.06856,0.0403,0.24501,0.03666
508,0.01138,0.00794,0.01776,0.18062,0.06648,0.0015,0.00075,0.15401,0.01067,0.12303,0.01109,0.01986,0.00434,0.06856,0.04021,0.24508,0.03672
509,0.01137,0.00793,0.01774,0.18068,0.06622,0.0015,0.00075,0.15398,0.01068,0.12307,0.01108,0.01985,0.00434,0.06863,0.04021,0.2452,0.03677
510,0.00904,0.0077,0.01822,0.18062,0.08475,0.00131,0.00071,0.13456,0.01012,0.12295,0.01095,0.01994,0.00498,0.06672,0.03983,0.25107,0.03655
511,0.00902,0.00771,0.0182,0.18087,0.08422,0.00132,0.0007,0.13451,0.01014,0.12278,0.01095,0.01995,0.00495,0.06678,0.04005,0.25132,0.03655
512,0.00902,0.00773,0.01815,0.18128,0.08315,0.00134,0.00069,0.1347,0.01015,0.12278,0.01093,0.01998,0.00481,0.06683,0.04018,0.25165,0.03665
513,0.009,0.00776,0.01811,0.18158,0.08213,0.00134,0.00068,0.13485,0.01011,0.12288,0.01098,0.02002,0.00481,0.06675,0.04045,0.25182,0.03672
514,0.009,0.00777,0.01815,0.18169,0.08158,0.00135,0.00068,0.13487,0.01011,0.12294,0.01093,0.02008,0.00479,0.06679,0.04047,0.25204,0.03675
515,0.00895,0.00791,0.01817,0.18424,0.07655,0.00138,0.00064,0.13371,0.01011,0.12301,0.01112,0.02036,0.00463,0.06726,0.04117,0.25369,0.0371
516,0.00896,0.00791,0.01817,0.18449,0.07569,0.00138,0.00065,0.13381,0.01012,0.12322,0.01108,0.02037,0.00462,0.0673,0.04119,0.2539,0.03714
517,0.00894,0.00794,0.01827,0.18485,0.07514,0.00141,0.00066,0.13359,0.01013,0.12313,0.01109,0.02041,0.00458,0.06737,0.04109,0.25419,0.0372
518,0.00896,0.00795,0.01828,0.18501,0.07501,0.00139,0.00065,0.13354,0.01008,0.12313,0.01105,0.0204,0.00453,0.06736,0.04102,0.25435,0.03731
519,0.00896,0.00796,0.01829,0.18509,0.07466,0.00137,0.00065,0.13334,0.01012,0.12321,0.01106,0.02043,0.00453,0.06737,0.04109,0.25443,0.03746
520,0.00889,0.00801,0.01832,0.18748,0.07038,0.00139,0.00064,0.13023,0.01014,0.12319,0.01151,0.02065,0.00457,0.06762,0.04124,0.25779,0.03796
521,0.00888,0.00798,0.01828,0.18755,0.07022,0.00139,0.00064,0.13021,0.01015,0.12315,0.01147,0.02069,0.00455,0.06767,0.04118,0.25795,0.03807
522,0.00889,0.008,0.01827,0.18791,0.06975,0.00143,0.00063,0.1301,0.01015,0.12326,0.01144,0.02069,0.00449,0.06776,0.04104,0.25806,0.03814
523,0.00888,0.00794,0.01824,0.18797,0.06971,0.00142,0.00063,0.12996,0.01014,0.12329,0.01138,0.02073,0.00449,0.06771,0.04106,0.25818,0.03826
524,0.00888,0.00793,0.01826,0.1881,0.06931,0.00143,0.00062,0.13005,0.01014,0.12317,0.01134,0.02073,0.00448,0.06779,0.04114,0.25841,0.03821
525,0.00833,0.00763,0.01841,0.19072,0.07176,0.00143,0.00069,0.12023,0.00997,0.12294,0.0115,0.02097,0.00449,0.06747,0.04036,0.26465,0.03846
526,0.00832,0.00765,0.01843,0.19112,0.07147,0.00143,0.00069,0.12004,0.00994,0.12284,0.01143,0.02099,0.00454,0.06754,0.04029,0.26484,0.03844
